tweet_text,tweet_category,tweet_topics,tweet_location,tweet_state,tweet_region,user_gender,retweet_count,tweet_date,tweet_time,day_of_week
"NEW YEARS RESOLUTION: To catch up on my resolutions for 2O12, 2O13, and 2O14..!! #NewYearsResolution _Ù÷â",Humor,Humor about not Keeping Resolutions,"Miami, FL",FL,South,female,0,2014-12-31,16,Wednesday
#NewYearsResolution I choose the miraculous over the mundane.#Jesus,Personal Growth,Focus on Religion and Faith,"Athens, GA USA",GA,South,male,0,2014-12-31,16,Wednesday
"#NewYearsResolution Instead of losing weight, lose the bad attitude. #Christianity -cp",Personal Growth,Improve my attitude,"Long Beach, CA",CA,West,male,0,2014-12-31,16,Wednesday
My last purchase of #2014 no more #shopping till #birthday wknd #newyearsresolution #noshopping #save$‰Û_ http://t.co/wvapIT05Q2,Finance,Save money,Chicago,IL,Midwest,female,0,2014-12-31,16,Wednesday
"My #NewYearsResolution is to either 'favorite' a tweet or reTweet it; but not both. I mean if you ""RT"" it, it implies that you LIKE it.",Humor,Humor about Helping Others Resolutions,"Wheaton, IL, USA",IL,Midwest,male,1,2014-12-31,16,Wednesday
Goles for 2015: learn how to spell goles correctly #NewYearsResolution #newyearseve,Humor,Humor about not Resolutions in general,"Austin, Texas ",TX,South,male,0,2014-12-31,16,Wednesday
My #NewYearsResolution is to not have a resolution.Oh... dang it!,Humor,Humor about Health and Fitness Resolutions,North Carolina,NC,South,male,0,2014-12-31,16,Wednesday
#NewYearsResolution stop cursing and be nicer and not respect people more!,Personal Growth,Use less social media,La,CA,West,female,0,2014-12-31,16,Wednesday
My #NewYearsResolution is to not post my Facebook Year-In-Review video. You‰Ûªre welcome.,Personal Growth,Spend less time on Facebook,Simpsonville ‰Û¢ South Carolina,SC,South,male,0,2014-12-31,16,Wednesday
"#NewYearsResolution Instead of being the tale, work hard to be the head.#Christianity -cp",Personal Growth,Improve my attitude,"Long Beach, CA",CA,West,male,0,2014-12-31,16,Wednesday
resolution #8: focus on being healthy. avoid unnatural ingredients #cleaneating #newyearsresolution #CountdownTo2015,Health & Fitness,Eat healthier,"Silicon Valley, California",CA,West,male,0,2014-12-31,16,Wednesday
I still haven't seen Magic Mike... There's my first #NewYearsResolution. @channingtatum #magicmike,Recreation & Leisure,See a Concert/Show,"Panama City, Florida",FL,South,male,0,2014-12-31,16,Wednesday
#NewYearsResolution 3: Lose my holiday weight!,Health & Fitness,Lose weight,"Pensacola, FL ",FL,South,female,0,2014-12-31,16,Wednesday
"The term ""turn up"" should officially stop being used starting tomorrow. #NewYearsResolution",Personal Growth,Be more positive,"Inland Empire, Ca.",CA,West,male,0,2014-12-31,16,Wednesday
"#NewYearsResolution tweet nicer, tweet smarter, tweet less often. except on gameday.",Recreation & Leisure,Take a cross country trip,"Brooklyn, NY",NY,Northeast,female,1,2014-12-31,16,Wednesday
RT @lzoatkinson: Get rid of all the negative energy in my life. #NewYearsResolution,Personal Growth,Be more positive,from the bronx--tampa--tally,NY,Northeast,female,1,2014-12-31,16,Wednesday
"My #NewYearsResolution: I Resolve to be or do more, not less. #NYE2015 @hypeORL @wannabebeckham @orlandosentinel h",Personal Growth,Respect Others,"Orlando Florida ",FL,South,female,1,2014-12-31,16,Wednesday
"@theycallmejanay You are right, I have neglected my pop princess. I will DEFINITELY give you more attention in 2015. #NewYearsResolution",Family/Friends/Relationships,Spend more time with family,New York City,NY,Northeast,male,0,2014-12-31,16,Wednesday
"#NewYearsResolution - collaborate with YouTubers, get in shape &amp; get the ball rolling on Apt3 Channel",Personal Growth,Be more positive,LA,CA,West,male,2,2014-12-31,16,Wednesday
RT @ThorsSecret: Submissive #NewYearsResolution #1 - Buy more crotchless panties.,Personal Growth,Update my wardrobe,Nevada,NV,West,female,1,2014-12-31,16,Wednesday
@MLBPAClubhouse #NewYearsResolution  to die tad get off the coach and play outside with my son more,Family/Friends/Relationships,Spend more time with family,"michigan ",MI,Midwest,male,0,2014-12-31,16,Wednesday
"#NewYearsResolution 7- Go fishing once, so while talking to my coworkers around the water cooler I can say ""I'd rather be fishing""åÊ#NYE2015",Recreation & Leisure,Take a trip,"Baltimore, MD",MD,South,male,0,2014-12-31,16,Wednesday
#NewYearsResolution Only make love to BoyzIIMen in 2015.,Recreation & Leisure,Other,"Portland, Maine",ME,Northeast,male,1,2014-12-31,16,Wednesday
#NewYearsResolution Try harder to get one of my ideals to follow me! @onedirection @Ashton5SOS @Luke5SOS @NiallOfficial @Harry_Styles @5SOS,Family/Friends/Relationships,Be better at keeping in touch with loved ones or friends,"Bronx, New York",NY,Northeast,female,0,2014-12-31,16,Wednesday
"#NewYearsResolution: Be more involved within the #comics medium. Community, events, discipline, determination; perhaps a published work(?).",Career,Get dream job,Michigan,MI,Midwest,male,0,2014-12-31,16,Wednesday
My only #NewYearsResolution for 2015 is to not dip my pizza in ranch anymore.,Humor,Humor about not Resolutions in general,"Louisville, KY",KY,South,male,0,2014-12-31,16,Wednesday
"Again, while sober, I actually have a #NewYearsResolution Not to dwell, no matter what, keep pushing forward, don't look back carpe diem!",Personal Growth,Focus on My Future,"Philadelphia, Pennsylvania",PA,Northeast,male,0,2014-12-31,16,Wednesday
#NewYearsResolution:Never go to gym/gain weightMake less moneyBe meaner to peopleTry nothing new@AngeloLPerez @rochae_04 @tperez_3434,Humor,Humor about Personal Growth and Interests Resolutions,"Denver, CO",CO,West,male,0,2014-12-31,16,Wednesday
2014 was the best year of my life cause I met @ddlovato so in 2015 my only goal is to meet @ddlovato again #NewYearsResolution,Recreation & Leisure,Spend more time on my hobby,New Jersey,NJ,Northeast,male,0,2014-12-31,16,Wednesday
Let's do it guys! Happy new year_Ù_ä #NewYearsResolution #NewYearsEve #NewYear #ColorfulCountdown #2015Goals http://t.co/uIuorFCVw5,Personal Growth,Try new things,Southern Illinois,IL,Midwest,female,0,2014-12-31,16,Wednesday
resolution #6: spend more time showing friends and family how important they are #NewYearsResolution #CountdownTo2015,Family/Friends/Relationships,Make more time for friends,"Silicon Valley, California",CA,West,male,0,2014-12-31,16,Wednesday
"""More submissive and less fertile""#NewYearsResolution",Family/Friends/Relationships,Other,"Fort Collins, CO",CO,West,male,0,2014-12-31,16,Wednesday
My #newyearsresolution is to take a break from producing edm and get back to my musical roots.‰Û_ http://t.co/J1yNpbFvYH,Career,Other,"Columbus, OH",OH,Midwest,male,0,2014-12-31,16,Wednesday
My #NewYearsResolution is to get on that workout grind_ÙÕ»_ÙÔÎ‰Ï__Ù÷©_ÙÕø,Health & Fitness,Excersize More,"flower mound ",TX,South,male,0,2014-12-31,16,Wednesday
Trying to be a worse person in 2015 #NewYearsResolution,Humor,Humor about not Resolutions in general,los angeles,CA,West,male,0,2014-12-31,16,Wednesday
My other #NewYearsResolution is to not lose any Chapstick,Humor,Humor about Health and Fitness Resolutions,"flower mound ",TX,South,male,0,2014-12-31,16,Wednesday
New Years resolution 2015 = Step foot in yoga Studio + carry over 2014 New Years resolutions. #NewYearsResolution #motivation,Health & Fitness,Excersize More,San Francisco,CA,West,female,0,2014-12-31,16,Wednesday
"#NewYearsResolution 2015 ~ Be grateful, forgiving, humbled, #Empire successful, &amp; meet @adamlambert ‰ªÁ @samsmithworld http://t.co/4B0umkNjFH",Personal Growth,Be more positive,"N San Diego/ LA, CA",CA,West,female,1,2014-12-31,16,Wednesday
"This year I don't have a #NewYearsResolution. 2015 is going to be all about me making myself a better, happier, and healthier person.",Personal Growth,Be more positive,"Eldersburg, Maryland",MD,South,female,1,2014-12-31,16,Wednesday
RT @lightmalum: #NewYearsResolution stop being so cool!åÁ,Humor,Humor about Personal Growth and Interests Resolutions,Texas,TX,South,male,1,2014-12-31,16,Wednesday
Stop wanting more for people than they want for themselves in 2015. #NewYearsResolution,Personal Growth,Appreciate what I have,"Jacksonville, Florida",FL,South,male,0,2014-12-31,16,Wednesday
"I'd like to poison your mind with wrong ideas that appeal to you, though I am not unkind. #NewYearsResolution",Personal Growth,Other,"Boston, MA",MA,Northeast,female,0,2014-12-31,16,Wednesday
#NewYearsResolution to have this same gear for 2015 #LetsGoRoyals #KansasCityRoyals http://t.co/RNKsFRAi7Z,Recreation & Leisure,Other,kansas,KS,Midwest,male,0,2014-12-31,16,Wednesday
To make split ends a style  #newyearsresolution http://t.co/V06tRwmxJp,Recreation & Leisure,Spend more time on my hobby,new york,NY,Northeast,female,0,2014-12-31,16,Wednesday
#NewYearsResolution: I will save energy and look for renewable sources of energy. ‰_Ò•ü,Personal Growth,Other,"Phoenix, Arizona",AZ,West,female,1,2014-12-31,16,Wednesday
"I resolve to buy more Adventure Time clothing and wear it at inappropriate times, like funerals. #NewYearsResolution",Humor,Humor about Family/Friends/Relationships Resolutions,Louisiana,LA,South,male,0,2014-12-31,16,Wednesday
Taking time to take care for self is rewarding. Dying my hair with henna! No chemical dyes in 2015. #organic #hair #NewYearsResolution,Health & Fitness,Drink more water,"Portland, OR",OR,West,female,0,2014-12-31,16,Wednesday
"My #NewYearsResolution is to go by the philosophy ""Why Not Me?""",Personal Growth,Focus on my self,"ellaville, ga",GA,South,male,0,2014-12-31,16,Wednesday
"One resolution I have made, and try always to keep, is this: To rise above the little things. John Burroughs #NewYearsResolution",Personal Growth,Be more positive,"Athens, GA",GA,South,female,0,2014-12-31,16,Wednesday
My #NewYearsResolution is to stop spending so much time chatting online.eeer wait; I think that was my NY's Resolution 15 years ago?,Humor,Humor about not Keeping Resolutions,"Wheaton, IL, USA",IL,Midwest,male,1,2014-12-31,16,Wednesday
My #NewYearsResolution? To use more George Lopez quotes in my daily conversations.,Humor,Humor about Education/Training Resolutions,"Atlanta, GA",GA,South,female,0,2014-12-31,16,Wednesday
RT @TomAdelsbach: My #NewYearsResolution is to stop spending so much time chatting online.eeer wait; I think that was my NY's Resolution 1‰Û_,Personal Growth,Use less social media,"Hudson Valley/Catskills, NY",NY,Northeast,female,1,2014-12-31,16,Wednesday
#NewYearsResolution go for a run every day in 2015!!!!!,Health & Fitness,Excersize More,Minnesota,MN,Midwest,male,2,2014-12-31,16,Wednesday
I'm gunna have a good time next year. More YouTube videos. #NewYearsResolution,Recreation & Leisure,Other,Texas,TX,South,male,1,2014-12-31,16,Wednesday
"Day #365 @TheEllenShow Well I did it, daily tweeting for #ShowTickets and/or #12Days tickets for my #NewYearsResolution #2015 continues it!",Recreation & Leisure,Other,Las Vegas Nevada,NV,West,male,0,2014-12-31,16,Wednesday
"After his 6th cookie, Cayden said, ""I wanna have a fat belly like Santa!"" #NewYearsResolution",Health & Fitness,Lose weight,"Lawrenceburg, Ky",KY,South,female,0,2014-12-31,16,Wednesday
My #NewYearsResolution is to write more song lyrics and watch less #twilight _Ù÷_,Personal Growth,Watch less TV,Wisconsin,WI,Midwest,female,0,2014-12-31,16,Wednesday
"#NewYearsResolution To dress my dogs up like idiots, because hairy children need to have their parents humiliate them in public, too",Humor,Other,"Lexington, KY, USA",KY,South,female,0,2014-12-31,16,Wednesday
#NewYearsResolution #1: I would like to cut back on playing videogames and focus on spending more time with my family and friends.,Family/Friends/Relationships,Spend more time with family,"Cuba, Illinois",IL,Midwest,male,0,2014-12-31,16,Wednesday
Make seeking God and growing in your prevenient grace your 2015 resolution. Claim 2015 in the name if God! #God #2015 #NewYearsResolution,Recreation & Leisure,Other,Denton TX,TX,South,male,0,2014-12-31,16,Wednesday
RT @SerinsSphere: #NewYearsResolution Love yourself http://t.co/wFDgF8OnOl the only one worth making.... #insperation,Personal Growth,Be more positive,"Dayton TX  77535 ",TX,South,male,2,2014-12-31,16,Wednesday
Take care of my family and get us to a point where we can live comfortable #NewYearsResolution,Family/Friends/Relationships,Spend more time with family,"Brooklyn,NY",NY,Northeast,female,0,2014-12-31,16,Wednesday
My #NewYearsResolution is for my Facebook friends to lead more interesting lives.,Family/Friends/Relationships,Other,"Near Spokane, WA - USA",WA,West,male,0,2014-12-31,16,Wednesday
My #NewYearsResolution is to be more patient and not blow up so easily _Ù÷Õ,Personal Growth,Have more patience,Florida,FL,South,male,1,2014-12-31,16,Wednesday
Fully plan on going to 3 different warped tour dates this year #NewYearsResolution,Recreation & Leisure,Take a trip,Statesboro,GA,South,male,0,2014-12-31,16,Wednesday
File taxes on time. #NewYearsResolution,Time Management/Organization,Learn better time management practices,"Glendale, AZ",AZ,West,male,0,2014-12-31,16,Wednesday
RT @RyanCapouch: Avoid death by scorpion bite. #NewYearsResolution,Humor,Humor about New Years,"Glendale, AZ ",AZ,West,female,1,2014-12-31,16,Wednesday
So going under 4:20 for the mile this year #NewYearsResolution,Health & Fitness,Go to the gym more,"Stamford, CT",CT,Northeast,male,1,2014-12-31,16,Wednesday
My #NewYearsResolution is to be rich. Filthy rich. #2015ismyyear #HappyNewYear,Finance,Save money,"Chicago, Illinois",IL,Midwest,female,0,2014-12-31,16,Wednesday
I resolve to quit fixing my hair in the reflections of bald people's skulls. It just seems cruel. #NewYearsResolution,Humor,Other,Louisiana,LA,South,male,0,2014-12-31,16,Wednesday
My #NewYearsResolution is to learn every dance routine of #theinlivingcolor #flygirls #HappyNewYear,Recreation & Leisure,Other,"Richmond,Va.",VA,South,male,0,2014-12-31,16,Wednesday
Drink more water.Wear more sunscreen.Give my foot time to heal.Set limits until my foot is healed.#NewYearsResolution,Health & Fitness,Improve my body,Denver,CO,West,female,0,2014-12-31,16,Wednesday
"I am not resolving to lose weight, eat better or exercise more#NewYearsResolution",Health & Fitness,Excersize More,Denver,CO,West,female,0,2014-12-31,16,Wednesday
My #NewYearsResolution is to stop forgiving folks who speak to me in a way I would never speak to them.,Personal Growth,Be More Confident,"Marshfield, Wisconsin",WI,Midwest,female,0,2014-12-31,16,Wednesday
Acquire taste for fine whiskey. #NewYearsResolution,Personal Growth,Have more patience,"Glendale, AZ",AZ,West,male,0,2014-12-31,16,Wednesday
#NewYearsResolution sleep until 2016,Humor,Humor about Personal Growth and Interests Resolutions,AK,AK,West,female,1,2014-12-31,16,Wednesday
If everyone's #NewYearsResolution was to simply be kind to others the world would be a better place in 2015.,Family/Friends/Relationships,Make more time for friends,"Bremerton, WA",WA,West,male,1,2014-12-31,16,Wednesday
I am going to talk to more White people about our racism.#NewYearsResolution,Family/Friends/Relationships,Have a baby,Denver,CO,West,female,4,2014-12-31,16,Wednesday
I have 4 #NewYearsResolution categories for 2015Resolutions to:1. God 2. Husband 3. Children 4. Myself Bring on the #HappyNewYear!,Family/Friends/Relationships,Spend more time with family,"Long Island, NY ",NY,Northeast,female,0,2014-12-31,16,Wednesday
You know what? I'm seriously going to release a country song in 2015. Change things up a bit. #2015 #NewYearsResolution #musiclife,Career,Other,"Cartersville, Ga",GA,South,male,0,2014-12-31,16,Wednesday
I really hope I am going to start grad school#NewYearsResolution,Education/Training,Study More,Denver,CO,West,female,0,2014-12-31,16,Wednesday
My #NewYearsResolution is to release artistic me. I've confined her long enough. Time to set her free.,Personal Growth,Try new things,"California, USA",CA,West,female,0,2014-12-31,16,Wednesday
I'm going to go to New York and see @UnusedPotential #NewYearsResolution,Recreation & Leisure,Take a trip,Denver,CO,West,female,0,2014-12-31,16,Wednesday
I resolve to quit resolving to do things and just let things slap me in the face without prior planning. #NewYearsResolution,Personal Growth,Spend less time on Facebook,Louisiana,LA,South,male,0,2014-12-31,16,Wednesday
And I am going to keep speaking when it is needed. Amplifying when it is not. I'm going to love myself more.#NewYearsResolution,Personal Growth,Be more positive,Denver,CO,West,female,0,2014-12-31,16,Wednesday
"""Standing out"" is the new ""fitting in,"" so step out of the shadows and embrace the light! #NewYearsResolution #letsdothis",Personal Growth,Use less social media,"Dallas, TX",TX,South,male,0,2014-12-31,16,Wednesday
To have an awesome wedding and first year of marriage #NewYearsResolution @cavs c125r24seat7 http://t.co/cfZzDjTjIE,Family/Friends/Relationships,Find a Girlfriend,Cleveland Ohio,OH,Midwest,female,0,2014-12-31,16,Wednesday
"RT @UnusedPotential: I'm gonna have @grimalkinrn visit. ""@grimalkinrn: I'm going to go to New York and see @UnusedPotential #NewYearsReso‰Û_",Recreation & Leisure,Take a trip,Denver,CO,West,female,1,2014-12-31,16,Wednesday
"I'm gonna have @grimalkinrn visit. ""@grimalkinrn: I'm going to go to New York and see @UnusedPotential #NewYearsResolution""",Recreation & Leisure,Take a trip,"New York, NY",NY,Northeast,female,1,2014-12-31,16,Wednesday
"RT @chrisbrockman: as always, my #NewYearsResolution is to be more like Tom Brady. http://t.co/3ylxiaNRQX",Humor,Humor about New Years,"Othello, WA",WA,West,male,13,2014-12-31,16,Wednesday
"Actually, I resolve to quit laughing in people's faces. Period. I always get the meanest looks. #NewYearsResolution",Family/Friends/Relationships,Propose to my girlfriend / boyfriend,Louisiana,LA,South,male,0,2014-12-31,16,Wednesday
"#NewYearsResolution I wanna know God as well as I know my significant other, what makes him happy, know what makes him upset.. #believe _Ùª_ÙÕø",Personal Growth,Adopt a pet,"Waterloo, IA",IA,Midwest,male,0,2014-12-31,16,Wednesday
"#1 goal for 2015: win the lottery, invest it, go back to school, &amp; never have to work again if I don't want to _Ù_ä_ÙÔÎ_Ù__ #NewYearsResolution",Finance,Other,"Detroit, Michigan",MI,Midwest,female,0,2014-12-31,16,Wednesday
Last selfie of the year #NYE #NewYear #NewYearsEve #NewYearsResolution to stay awesome http://t.co/XuN08ZpyD5,Humor,Humor about Personal Growth and Interests Resolutions,"Tampa, Florida",FL,South,female,2,2014-12-31,16,Wednesday
"@MLBPAClubhouse My #NewYearsResolution is to begin reading more often at night!!  A chapter a night a sports book, most likely!  Need it",Education/Training,Other,Connecticut,CT,Northeast,male,0,2014-12-31,16,Wednesday
"#NewYearsResolution Own a robot, eat more cheeseburgers, eat more pizza and meet my idols.",Personal Growth,Try new things,"Wilmington, NC",NC,South,female,0,2014-12-31,16,Wednesday
I'll make it this year. 2015 will be my year to conquer my dreams. #HappyNewYear #NewYearsResolution,Personal Growth,Acheive My Goals,"St.Louis, MO",MO,Midwest,female,0,2014-12-31,16,Wednesday
I wanna shine some pennies! I wanna mend some leather! I wanna Krazy-Glue my head to the bottom of a big steel girder! #NewYearsResolution,Humor,Humor about Finance Resolutions,"Boston, MA",MA,Northeast,female,0,2014-12-31,16,Wednesday
My #NewYearsResolution is to stop making #NewYearsResolution. The calendar is cyclical. What makes 1/1 so special?,Humor,Humor about New Years,West Michigan,MI,Midwest,male,1,2014-12-31,16,Wednesday
Start listening to more Nelly. #NewYearsResolution,Recreation & Leisure,See a Concert/Show,"San Diego, CA",CA,West,female,0,2014-12-31,16,Wednesday
RT @delta_dc: My #NewYearsResolution is to stop making #NewYearsResolution. The calendar is cyclical. What makes 1/1 so special?,Humor,Humor about not Keeping Resolutions,"Stillwater, OK",OK,South,male,1,2014-12-31,16,Wednesday
My #NewYearsResolution is to clean my house.,Time Management/Organization,Re-organize,"Stuart, FL",FL,South,female,0,2014-12-31,16,Wednesday
RT @grimalkinrn: Also..I'm going to masturbate more. #NewYearsResolution,Humor,Humor about Personal Growth and Interests Resolutions,"Miami Beach, FL",FL,South,female,1,2014-12-31,16,Wednesday
RT @TheCatchFence: #NewYearsResolution: attend more races in 2015.,Recreation & Leisure,Spend more time on my hobby,"Savannah, Georgia",GA,South,female,17,2014-12-31,16,Wednesday
#NewYearsResolution ...? To use social media more 0.0,Recreation & Leisure,Other,"Los Angeles, CA",CA,West,female,0,2014-12-31,16,Wednesday
@AC360 Going to climb Mount Rainier. #NewYearsResolution,Recreation & Leisure,Take a trip,"Atlanta, GA-USA",GA,South,male,0,2014-12-31,16,Wednesday
My #newyearsresolution is to wake up looking like Blake Lively #wcw http://t.co/6iE9kG1Sx8,Personal Growth,Improve my appearance,Alabama,AL,South,female,0,2014-12-31,16,Wednesday
RT @iReekofSuccess: #NewYearsResolution Get on postbadbeards lol http://t.co/FIZ6tR9RlH,Personal Growth,Improve my attitude,"Chicago, IL",IL,Midwest,female,1,2014-12-31,16,Wednesday
RT @juliwithoutane: Hate cats more #NewYearsResolution,Humor,Humor about Recreation and Leisure Resolutions,"Chicago, IL",IL,Midwest,male,1,2014-12-31,16,Wednesday
And I'm locking up everyone who ever laid a finger on me. #NewYearsResolution,Humor,Humor about Family/Friends/Relationships Resolutions,Brooklyn,NY,Northeast,female,0,2014-12-31,17,Wednesday
Really gonna ramp up the misogyny this year #NewYearsResolution,Personal Growth,Respect Others,los angeles,CA,West,male,0,2014-12-31,17,Wednesday
Anyone want to suggest a survival skill I should learn this year? Or teach me? #NewYearsResolution,Personal Growth,Other,"Provo, UT",UT,West,male,0,2014-12-31,17,Wednesday
RT @arman_dela: #NewYearsResolution have some things go my way,Personal Growth,Be more positive,Bartlett TN,TN,South,male,1,2014-12-31,17,Wednesday
"Resolution 12Sock, Sock, Shoe, Shoe instead of Sock, Shoe, Sock, Shoe. #NewYearsResolution",Humor,Humor about Personal Growth and Interests Resolutions,New York,NY,Northeast,male,0,2014-12-31,17,Wednesday
"#NewYearsResolution NO MORE MR. NICE GUY!!I've worked, contributed / volunteered too much of my life to people and organizations. ""No More""",Philanthropic,Donate more to charity,"Tampa, FL",FL,South,male,0,2014-12-31,17,Wednesday
@MLBPAClubhouse #NewYearsResolution #HappyNewYear  My Resolution is to go to more Baseball games in 2015!,Recreation & Leisure,Spend more time on my hobby,"York, PA",PA,Northeast,male,0,2014-12-31,17,Wednesday
#NewYearsResolution talk more about the things that makes you happy than things that make you sad! #BeHappy,Personal Growth,Improve my attitude,New York City - PT,NY,Northeast,female,0,2014-12-31,17,Wednesday
Another 2015 #NewYearsResolution of mine is to really put the crotch in crotchety.,Humor,Humor about Personal Growth and Interests Resolutions,Baton Rouge,LA,South,male,0,2014-12-31,17,Wednesday
#NewYearsResolution quit or at least minimize sharing my sh*tty opinions on twitter.,Personal Growth,Learn to Say No,"Clemson, SC",SC,South,male,0,2014-12-31,17,Wednesday
I want 2015 to be the year that changes everything in my life!! I want to stop being afraid and start living MY LIFE!! #NewYearsResolution,Personal Growth,Be more positive,"Independence, MO",MO,Midwest,female,0,2014-12-31,17,Wednesday
"Complain less, appreciate more. #NewYearsResolution",Personal Growth,Be more positive,"Atlanta, GA",GA,South,female,0,2014-12-31,17,Wednesday
#NewYearsResolution  to curse more,Humor,Humor about Recreation and Leisure Resolutions,"Media, PA",PA,Northeast,male,0,2014-12-31,17,Wednesday
RT @UptownAmbition: #NewYearsResolution to finally stop putting everyone before myself.,Personal Growth,Focus on my self,"Lynchburg,VA",VA,South,male,3,2014-12-31,17,Wednesday
@MLBPAClubhouse #NewYearsResolution #HappyNewYear go to more baseball games and visit Fenway for the first time,Recreation & Leisure,See a Concert/Show,"indianpolis, in",IN,Midwest,male,0,2014-12-31,17,Wednesday
#NewYearsResolution Attend as many cons as possible (this is a resolution I'm DETERMINED to keep) #NewYearsEve #NewYearsResolution,Recreation & Leisure,Other,Northern California,CA,West,male,0,2014-12-31,17,Wednesday
T-minus 6 hours. Better grab a couple 2-liters #sodafree2015 #NewYearsResolution,Health & Fitness,Eat healthier,Utah,UT,West,male,0,2014-12-31,17,Wednesday
"Never believed in #NewYearsResolution I do the same every year try harder at being a better women of God  and,  increasing my hustle _ÙÔÎ",Personal Growth,Try new things,Bay Area,CA,West,female,0,2014-12-31,17,Wednesday
"RT @aalomelii: Do not carry or abandon your cross, Hug the cross with faith and Love. #NewYearsResolution #Catholic",Personal Growth,Use less social media,Texas,TX,South,female,2,2014-12-31,17,Wednesday
RT @amaditalks: My #NewYearsResolution is the same as it is every year. Be more awesome. I always keep it.,Personal Growth,Acheive My Goals,"Upstate , South Carolina ",SC,South,female,12,2014-12-31,17,Wednesday
"In 2015, I'll expect less from others and more from myself. I'll be my own advocate and let nothing hinder my goals. #NewYearsResolution",Personal Growth,Acheive My Goals,"Greensburg, PA",PA,Northeast,male,0,2014-12-31,17,Wednesday
‰ÛÏ@sydney_1515: #NewYearsResolution to not break any boners_Ù÷â_Ù÷É‰Û,Humor,Humor about Health and Fitness Resolutions,Nashville,TN,South,male,0,2014-12-31,17,Wednesday
Photo: #Bye2014 I have nothing but blessings awaiting me in #2015 #NewYearsEve #NewYearsResolution #Goals http://t.co/uLOnx0tFzk,Personal Growth,Watch less TV,"DFW, Texas",TX,South,female,0,2014-12-31,17,Wednesday
Resolve to evolve #ResolutionsFor2015 #NewYearsResolution,Personal Growth,Be more positive,"Nashville, TN",TN,South,male,0,2014-12-31,17,Wednesday
RT @RyanCapouch: Pass all my classes. #NewYearsResolution,Education/Training,Improve Grades,"Glendale, AZ ",AZ,West,female,1,2014-12-31,17,Wednesday
"I don't want to keep making the same mistakes!! But if I do make a mistake, I want it to be a NEW mistake! #NewYearsResolution #NewYearsWish",Personal Growth,Be more positive,"Independence, MO",MO,Midwest,female,0,2014-12-31,17,Wednesday
@MLBPAClubhouse To be more patient and to help others more. #NewYearsResolution #NewYear2015,Philanthropic,Volunteer more,"Custer, MI",MI,Midwest,female,0,2014-12-31,17,Wednesday
#NewYearsResolution leave the fake people behind.,Personal Growth,Be More Fun,"LA ",CA,West,female,0,2014-12-31,17,Wednesday
"OK, I have another #NewYearsResolution : to not read the comments anymore.",Humor,Humor about Family/Friends/Relationships Resolutions,"Burien, WA",WA,West,female,0,2014-12-31,17,Wednesday
"I resolve to take more naps throughout the day. Power naps, twenty-minute naps, naps standing, naps sleeping, anything. #NewYearsResolution",Humor,Humor about Finance Resolutions,Louisiana,LA,South,male,0,2014-12-31,17,Wednesday
#NewYearsResolution - rebuild at least 5 burned bridges.,Family/Friends/Relationships,Other,California.,CA,West,female,0,2014-12-31,17,Wednesday
#NewYearsResolution - learn to take criticism.,Personal Growth,Face Fears,California.,CA,West,female,0,2014-12-31,17,Wednesday
#NewYearsResolution to be pretty.,Personal Growth,Improve my appearance,Florida‰÷Û•ü,FL,South,female,0,2014-12-31,17,Wednesday
Wife up a Cook twin. #NewYearsResolution,Family/Friends/Relationships,Have a baby,"Tallahassee, Fl",FL,South,male,0,2014-12-31,17,Wednesday
RT @elisalamia: #NewYearsResolution get to school on time,Time Management/Organization,Start waking up earlier,Brooklyn,NY,Northeast,female,6,2014-12-31,17,Wednesday
#NewYearsResolution Recruit more people to @AnookDotCom.,Personal Growth,Try new things,Southeastern PA,PA,Northeast,male,0,2014-12-31,17,Wednesday
#NewYearsResolution design and a produce a really absurd but awesome kigurumi (onesie),Career,Work for myself,"Lexington, KY, USA",KY,South,female,0,2014-12-31,17,Wednesday
"RT @MansonBriana: #NewYearsResolution 2015 ~ Be grateful, forgiving, humbled, #Empire successful, &amp; meet @adamlambert ‰ªÁ @samsmithworld http‰Û_",Personal Growth,Use more social media,"dallas Oregon ",OR,West,male,1,2014-12-31,17,Wednesday
#NewYearsResolution To stop being so built bang-bang,Humor,Humor about not Keeping Resolutions,NY,NY,Northeast,male,0,2014-12-31,17,Wednesday
Less 40's #NewYearsResolution,Humor,Humor about Personal Growth and Interests Resolutions,New York,NY,Northeast,male,0,2014-12-31,17,Wednesday
#NewYearsResolution - have 10 affirmations per every 1 criticism I have to give.,Personal Growth,Be more positive,California.,CA,West,female,0,2014-12-31,17,Wednesday
"I resolve to quit giving fake high-fives because, well, that's also cruel. #NewYearsResolution",Personal Growth,Be more positive,Louisiana,LA,South,male,0,2014-12-31,17,Wednesday
My #newyearsresolution is to take a break from producing edm and get back to my musical roots. _Ù÷__ÙÔ_Ù___Ù__ #FredericChopin #Etudes,Personal Growth,Focus on My Future,"Lancaster, Tx",TX,South,male,0,2014-12-31,17,Wednesday
Join a gym! Write more!Act more!Land an agent!Be the bigger person!(Maybe) settle down!Find a hobby!Make friends!#NewYearsResolution,Health & Fitness,Excersize More,New York City,NY,Northeast,male,0,2014-12-31,17,Wednesday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/9tY5A4GSFh,Finance,Save money,"California ",CA,West,female,0,2014-12-31,17,Wednesday
